cc_num,first,last,gender,street,city,state,zip,lat,long,job,dob,is_fraud
4.20136E+15,Veronica,Brandt,F,50637 Carl Rue Apt. 804,South Elizabethbury,GA,73755,-8.1565855,-114.488512,Proofreader,8/22/1960,0
4.08952E+18,Marissa,Davis,F,76075 Wong Manor,Jamesland,NC,83071,12.6044175,-3.46843,International aid/development worker,10/23/1940,0
3.54395E+15,Michael,Walker,M,4663 Compton Terrace Suite 434,Port Catherine,GA,92996,-20.6151535,-31.937475,"Geologist, engineering",3/26/2013,0
4.23622E+12,Kevin,Villarreal,M,570 Arellano Common Apt. 145,North Jeffreyside,GA,72686,9.5859615,-154.199099,Occupational hygienist,4/17/1990,0
4.19017E+18,Kelly,Hernandez,F,3024 Clark Common Apt. 398,Jenniferberg,FL,6617,-55.89372,110.008951,Proofreader,8/26/1928,0
4.22054E+12,Patricia,Jones,F,0392 Garcia River Suite 529,East Rebecca,NC,51332,-21.6758845,-45.903959,"Civil engineer, consulting",3/5/1971,0
3.52066E+15,Daniel,Meza,M,"PSC 6302, Box 9559",Sanchezberg,IL,85141,19.684217,-87.464677,"Librarian, public",3/25/1953,0
4.94831E+18,Ryan,Nunez,M,623 Barrett Creek,East Isaacport,IL,90963,-72.829835,-155.587333,Tax adviser,8/17/1951,0
3.51884E+15,Kristen,Martin,F,518 Thompson Motorway,East Erichaven,PA,21059,-36.010897,-58.877181,"Geneticist, molecular",3/9/2020,0
1.80017E+14,Logan,Gomez,M,417 Washington Points Apt. 897,Richardland,NY,67224,-38.0466675,146.558484,"Pharmacist, hospital",6/3/2013,0
5.01814E+11,Kimberly,Peters,F,99530 Hughes Court Suite 937,Lake Davidfort,NY,21734,21.2518365,165.0679,Sub,4/8/1956,0
3.59586E+15,Madison,Keller,F,36221 Sarah Tunnel,South Kelsey,OH,70764,82.479995,112.904852,Chartered loss adjuster,2/27/1923,0
6.51776E+15,Katherine,Ferguson,F,51521 Holt Lodge Suite 353,West Rogerfort,GA,25141,-11.472599,-30.09688,"Engineer, manufacturing systems",1/17/1936,0
4.81459E+12,Michael,Bailey,M,1436 Hodges Estate Suite 811,Karenside,OH,15453,-68.010833,130.377021,Health physicist,5/4/1981,0
3.76155E+14,Matthew,Edwards,M,"PSC 1358, Box 9693",Port Christine,MI,92816,-88.0902435,156.420135,Geochemist,5/12/1928,0
3.53097E+15,Daniel,Nichols,M,USS Baker,Shawnhaven,MI,99457,65.427247,-56.564394,Haematologist,8/11/1927,0
4.09794E+12,Cindy,Campbell,F,19057 Anderson Grove,Coryborough,PA,21414,-17.328457,19.303345,Clinical research associate,12/24/1944,0
6.75944E+11,Jason,Taylor,M,087 Diana Park Apt. 210,Rodriguezburgh,OH,72218,-71.638299,74.455871,Sub,3/8/1924,0
3.5164E+15,Haley,Holt,F,6008 Collins Green,New Danielton,NC,64817,-11.730685,152.70493,Restaurant manager,2/13/2001,0
1.80075E+14,Natasha,Mcknight,F,USCGC Singh,Smithmouth,GA,39849,55.848141,-135.868948,"Designer, jewellery",10/3/1936,0
5.71292E+11,Jeremy,Brooks,M,26208 Mason Cliff Suite 452,Ernestbury,GA,45647,31.986144,-170.660137,Building control surveyor,2/16/1970,1
2.72077E+15,Patricia,Cross,F,76822 Sherman Summit Apt. 726,Donovanfurt,MT,20508,-55.0974805,-31.790373,Armed forces logistics/support/administrative officer,8/22/1944,0
3.02186E+13,Joshua,Miller,M,21254 Diana Harbors,Williamshaven,NY,56060,-88.874911,-51.302665,Water engineer,8/6/1956,0
6.01102E+15,Thomas,Fuller,M,722 Erica Trace,South Matthew,MI,30213,-79.177117,60.200714,Risk analyst,9/22/1923,0
4.78962E+18,Christopher,Allison,M,Unit 4633 Box 9534,North Markville,MI,36694,43.860418,45.813875,Hospital doctor,3/10/1984,0
3.01354E+13,Miranda,Robinson,F,"PSC 2884, Box 0766",South Denisefurt,TX,90048,-34.4675695,-102.788921,Financial risk analyst,5/27/1929,0
4.02698E+15,Rachael,Green,F,2985 Keith Villages,Port Rogershire,GA,1531,-34.3451855,133.808636,Town planner,11/2/1923,0
6.76319E+11,Stanley,Gilbert,M,72845 Brianna Greens Suite 070,Karentown,OH,22736,-78.029162,112.938402,"Engineer, structural",6/17/1966,0
4.59192E+12,Danielle,Golden,F,12376 Charles Mount,Whiteview,PA,84507,-65.060535,124.060712,Horticultural consultant,10/16/1962,0
6.5159E+15,Ashley,Young,F,819 Jill Avenue Suite 877,East Katherine,IL,77690,68.2608945,119.675987,Careers information officer,11/2/1994,0
6.76128E+11,Anita,Hudson,F,335 Amber Fall,South Melissa,IL,91573,-77.4434195,45.417074,Technical brewer,2/13/1916,0
3.5242E+15,Taylor,Williamson,F,9429 Lori Meadow,Smithland,CA,65304,76.355506,150.441782,"Exhibitions officer, museum/gallery",9/6/2011,0
5.18451E+15,Molly,Young,F,564 Sweeney Curve Suite 368,North Edwardfort,PA,91698,-45.188147,129.70186,"Civil engineer, consulting",7/14/1920,0
4.89198E+12,Lucas,Wise,M,49221 Brown Rue Suite 186,South Kathrynshire,MT,89127,-86.0190925,74.780984,Chartered loss adjuster,3/4/2024,1
4.5037E+15,Patricia,Bishop,F,8167 Paul Lane,North Noahview,FL,76643,86.6761055,-103.808962,Financial risk analyst,4/17/1929,0
4.02437E+15,Madison,Brock,F,9091 Summer Mount,Sullivanton,MI,33259,73.757673,22.251365,Haematologist,10/30/1998,0
3.59123E+15,Amber,Scott,F,768 Mckinney Mission Apt. 560,Paulabury,GA,13037,-2.122117,-72.549545,Risk analyst,12/7/1983,0
2.55036E+15,Jeffrey,Jr.,M,40434 Scott Station Apt. 531,North Tylerfort,FL,26250,82.433162,-88.969098,Transport planner,2/27/1987,0
3.56204E+15,Cynthia,Sandoval,F,0930 Flores Inlet,East Christopher,PA,71231,-83.5216745,-67.790698,"Designer, furniture",2/5/2021,0
4.19954E+18,Mary,Johnson,F,USS Boyer,Lake Paula,TX,10977,29.129786,-145.89612,"Psychologist, counselling",5/9/2004,0
6.55834E+15,Natalie,Fowler,F,7454 Jarvis Ramp Apt. 054,New Allenside,IL,16331,57.1090755,139.568635,"Engineer, civil (contracting)",3/7/1915,1
3.01843E+13,James,White,M,5618 James Islands,West Gloriaton,IL,24845,-24.800416,76.768548,Financial risk analyst,9/8/2024,0
3.56647E+15,Tyrone,Simpson,M,00643 Emily Ferry,Mcdonaldborough,OH,27207,-69.7513135,42.354465,Careers information officer,10/11/1918,0
5.01813E+11,Claudia,Matthews,F,"PSC 1212, Box 8981",Christinaside,TX,44991,-28.8025055,-44.988867,Theme park manager,5/4/1944,0
1.8004E+14,Amy,Beard,F,00687 Meyer Valleys Suite 824,East Gregoryview,FL,40155,-20.2035315,-143.111016,"Surveyor, hydrographic",1/1/1944,1
2.13158E+14,Rodney,Alvarez,M,573 Rhodes Junction,Josephton,IL,31075,-65.834562,9.931095,Geochemist,4/22/1976,0
4.08478E+15,Vickie,Lee,F,71798 Tina Extension,Stewartview,TX,94147,55.5330435,156.987097,"Development worker, community",7/2/1927,0
3.53557E+15,Richard,Garcia,M,"PSC 8649, Box 7035",Murphyhaven,CA,81003,21.0693845,98.40214,Transport planner,9/28/1946,0
3.03187E+13,Lauren,Kim,F,573 Hunter Fords,New Renee,MT,88235,-50.458884,175.701883,"Engineer, agricultural",2/15/1968,0
2.13167E+14,Jessica,Rogers,F,643 Kelli Burgs,New Jessicashire,MT,50894,-39.7583865,-117.414243,Professor Emeritus,10/30/1989,0
2.23445E+15,Alyssa,Martin,F,277 Rosales Greens,Aaronburgh,GA,97881,-0.2022845,4.294399,Technical brewer,10/12/1957,1
4.11421E+15,Christine,Miller,F,4230 Johnson Ferry,Reneetown,MT,89011,-2.371681,-105.855225,Company secretary,9/7/1998,0
4.7735E+12,Kenneth,Lee,M,644 Patterson Avenue,Gordonton,NY,96141,66.59001,11.453129,Horticultural consultant,7/5/1926,0
5.13074E+15,Sherry,Mann,F,8249 Lawrence Freeway,South Pennyhaven,NC,86455,-37.1895645,67.983166,"Engineer, petroleum",12/17/1987,0
3.51679E+15,Ashley,DDS,F,33443 Lowery Manor,West Brandonshire,MI,72000,-18.7834835,-132.427384,Legal secretary,12/9/1913,0
3.52322E+15,Karen,Wyatt,F,71936 Sweeney Land Suite 646,Lake Victorville,GA,86696,11.723839,-114.440423,Marine scientist,2/27/2025,0
2.13123E+14,Jonathan,Tanner,M,00668 Emily Unions Apt. 728,North Michaelburgh,MI,18851,-28.429369,-103.321283,"Engineer, petroleum",10/21/1944,0
3.70843E+14,Lisa,Savage,F,57803 Grant Trail Apt. 213,West Lisaside,TX,42858,2.470811,84.670254,Health physicist,5/19/1992,0
4.29595E+12,Madison,Hunt,F,55369 Mark Junction Suite 749,West Franklin,FL,59768,-73.5089045,-51.600969,Estate agent,3/2/1971,0
3.00195E+13,Amanda,Davis,F,9407 Jeremy Heights Suite 323,West Martinport,MI,58315,-12.7067345,-48.432887,Transport planner,8/6/2004,0
5.57246E+15,Larry,Lee,M,3820 Corey Harbor,Carterchester,CA,58843,-30.855889,17.998125,Armed forces logistics/support/administrative officer,12/16/1976,0
5.01885E+11,William,Norris,M,676 Smith Flat,Gonzalezville,NY,9330,-52.870468,-98.637919,Trade mark attorney,1/10/2005,0
3.57161E+15,Amber,Lynn,F,030 Dakota Lodge Suite 647,New Benjaminmouth,IL,86622,-62.429671,37.324509,Software engineer,7/23/1951,0
4.86309E+15,Paula,Smith,F,"PSC 2073, Box 8277",North Natashahaven,IL,38838,-52.3630535,-8.717015,"Development worker, community",2/16/1986,0
4.43203E+15,Heidi,Mitchell,F,54883 Vasquez Corners,Port Johnnybury,FL,93677,45.655809,41.81767,"Designer, textile",2/3/1955,1
5.25833E+15,Kelsey,Larson,F,36628 William Valleys Apt. 226,Kaylatown,OH,46046,-30.866895,-140.459384,International aid/development worker,7/12/1995,0
3.01149E+13,Joshua,Davidson,M,41716 Webb Prairie,Michellestad,FL,12666,53.4473975,106.086073,Customer service manager,10/4/1981,0
1.80058E+14,Christine,Wilson,F,6956 Scott Stravenue Suite 873,Jennyview,GA,50415,85.910152,50.391375,"Journalist, broadcasting",11/7/1921,0
6.76328E+11,Isaiah,Le,M,"PSC 1625, Box 8515",Lake Heidi,TX,1138,-9.496913,4.413379,Haematologist,11/5/1985,0
5.7506E+11,Erik,Sutton,M,481 Myers Bridge,Port Meganmouth,FL,10168,26.9913115,85.252789,Water engineer,12/24/1932,0
3.03922E+13,Alexander,Mitchell,M,917 Peter Tunnel,Port Ronaldland,PA,97971,-75.618519,90.27141,"Social research officer, government",12/21/1952,0
4.03892E+12,Amber,Smith,F,01388 Michael Freeway,Port Emilyhaven,PA,16433,81.0403355,40.694019,Metallurgist,1/5/1923,0
6.01145E+15,Rebecca,Torres,F,7830 Cox Fords Suite 138,Lake Diana,NC,94530,-12.5054305,178.209329,Occupational hygienist,11/16/1963,0
3.55222E+15,James,George,M,Unit 6075 Box 7898,Klineshire,GA,81018,30.472676,155.158914,Brewing technologist,6/27/2014,0
4.92581E+18,Maria,Smith,F,583 Neal View Apt. 998,East Renee,FL,45330,-61.588418,55.120124,"Designer, furniture",12/13/1957,1
4.09477E+12,Mrs.,Chavez,F,5401 Deborah Inlet,Lake Tracie,PA,4540,-47.7638505,-29.938895,"Production assistant, radio",10/4/1942,1
6.01186E+15,David,Davenport,M,3751 Graham Ridge,Gregorybury,NY,95850,60.866095,-85.191254,Marine scientist,8/8/1991,0
6.76357E+11,Jose,Hamilton,M,51886 Gina Lights Suite 449,Johnstonmouth,GA,2945,-15.3108295,-5.943695,Restaurant manager,5/1/1966,0
4.26368E+15,Sean,Erickson,M,81233 Gonzales Manor,Turnerstad,NC,60923,33.8966035,49.784855,Financial risk analyst,11/14/2009,0
3.712E+14,Brandon,Stewart,M,653 Mckay Flats Apt. 660,North Brianbury,FL,40827,67.0117395,177.381464,Air traffic controller,1/24/1956,0
3.0442E+13,Martin,Jones,M,660 Washington Mission,Quinnhaven,NY,45010,-44.994215,-39.796079,Company secretary,7/31/1957,0
4.15303E+12,Peter,Thompson,M,91218 Moore Fields,East Johnmouth,NC,84533,5.659246,14.585218,"Engineer, mining",6/25/1987,1
3.02439E+13,Kathy,Martinez,F,572 Andrea Motorway,Durhamview,CA,73751,1.1607655,150.543151,Corporate treasurer,4/26/1956,0
3.00535E+13,Erin,Randall,F,9471 Jason Brook Apt. 514,Kyleshire,NY,93732,-57.2414135,-40.619999,Brewing technologist,12/31/1984,0
3.58627E+15,Jose,Simmons,M,53175 Sutton Station,Hillmouth,GA,36733,-66.6499835,-145.441616,Proofreader,12/19/1973,1
4.55383E+15,Regina,Sawyer,F,96746 Tyler Causeway Suite 364,Wallaceberg,MI,66208,7.826137,-157.143396,Agricultural consultant,1/18/1989,0
3.74135E+14,Heidi,Turner,F,00115 Ford Walks Apt. 494,Andersonstad,GA,48379,35.7078985,88.693968,Chiropractor,4/25/1958,0
4.62159E+15,Brendan,Blair,M,75900 Samuel Camp,Haynesburgh,IL,69838,-6.0867845,-11.521291,"Civil engineer, consulting",7/24/2021,0
3.58926E+15,William,Perez,M,79412 Patterson Prairie Apt. 122,West Michelle,TX,49995,-67.8249855,-121.907652,Chiropractor,12/25/2024,0
4.18693E+15,Kelly,Gonzalez,F,950 Fisher Orchard,Amyhaven,GA,52241,60.569248,-153.518448,Water engineer,11/14/2014,1
3.76935E+14,Julie,Smith,F,93358 Katelyn Views,Allenmouth,MT,11571,38.8538455,-12.765569,"Surveyor, hydrographic",3/17/2017,1
5.78481E+11,Jennifer,Hayes,F,45973 Danielle Mountains Apt. 033,Cookfort,MI,35107,1.3447905,-117.556334,"Surveyor, mining",7/31/1917,0
4.32333E+15,James,Garrison,M,63779 Natasha Valley Suite 110,Jacksonton,FL,53829,54.8582925,170.661557,"Pharmacist, hospital",5/3/2012,1
4.87987E+12,John,Valentine,M,878 Johnson Falls Apt. 392,New Tanyamouth,OH,73925,17.7187855,42.643423,Customer service manager,2/25/1985,0
4.26715E+15,Manuel,Barrett,M,09587 Rachel Spurs,Port Christopherview,FL,44485,29.5703365,139.126123,Geophysicist/field seismologist,2/12/1949,0
2.1313E+14,Kyle,Beltran,M,772 Phillips Roads Suite 354,Rodriguezfurt,GA,99156,-7.4869175,-60.384915,Careers information officer,5/10/2008,0
3.565E+15,Tony,Wilson,M,596 Buck Orchard,Port Garychester,MI,21934,-9.148619,69.630642,Chief Strategy Officer,8/12/1987,0
3.01556E+13,Melissa,Thompson,F,4098 Lee Viaduct Suite 203,East Johnberg,MI,43316,-64.273796,-164.78652,Mechanical engineer,5/7/2024,0
2.13189E+14,Christopher,Robertson,M,1433 Johnson Parkways Apt. 901,New Eduardo,TX,67799,50.779632,88.884603,Museum education officer,1/30/1998,0
3.52586E+15,Lindsey,Farley,F,85711 Torres Meadows Apt. 595,Lake Dianaborough,MT,77646,-50.6608795,-171.271819,Health physicist,10/4/2007,0
5.01822E+11,Kathleen,Welch,F,79965 Gutierrez Loaf Apt. 897,West Eric,TX,43401,79.607286,37.014203,Estate manager/land agent,9/29/1911,0
4.31812E+18,Julia,Murray,F,99256 Pamela Stream,Bryanton,NC,29395,-19.7145685,-137.859947,Personnel officer,10/29/2015,1
1.80082E+14,Zachary,Roberts,M,1253 Johnson Heights Apt. 047,Hamptonshire,OH,68504,68.62979,-34.173042,Clinical research associate,8/3/1964,0
3.57687E+15,Nicholas,Mercer,M,731 Robinson Port Suite 624,Meganfurt,GA,43698,87.504021,-49.217534,"Development worker, community",11/7/1961,0
6.01187E+15,Brandi,Dominguez,F,1973 French Trail,Lake Kathryn,IL,70081,-8.6760525,177.56108,"Pharmacist, hospital",8/26/2020,0
5.88772E+11,Jeff,Lopez,M,25296 Scott Spur Suite 368,North Ronald,GA,3687,72.4033975,99.031808,Brewing technologist,9/11/1988,1
3.78522E+14,Derrick,Miller,M,82924 William Fork,North George,IL,58353,-28.386618,49.114584,"Pharmacist, hospital",7/11/1958,0
1.8004E+14,Amber,Clark,F,USS Lin,Walkerchester,MI,56373,74.3405645,26.967476,"Surveyor, hydrographic",12/6/2024,0
5.61749E+11,Nathan,Lee,M,395 Kelsey Corners Apt. 525,Padillaside,OH,71057,-42.4417485,35.750137,Theme park manager,5/23/1964,1
3.57156E+15,Olivia,Mcdonald,F,7612 Adrian Park,Lake Mary,MT,79707,81.5439885,77.249413,"Designer, jewellery",8/7/1917,1
4.77614E+15,Edward,Hayes,M,Unit 8167 Box 8434,Randallborough,NY,7944,28.8784615,170.122911,Legal secretary,12/20/1999,1
4.56447E+15,Bethany,Adams,F,912 Rhodes Throughway,East Garyberg,IL,71413,84.2434445,-52.839284,Sports administrator,7/29/2013,0
2.13106E+14,Lisa,Bryant,F,228 Denise Mills,Travisside,IL,70683,29.428133,-90.602961,Transport planner,3/16/1966,0
4.6648E+12,John,Ellis,M,641 Johnson Junctions,West Paulfurt,IL,71640,48.3277565,-174.322878,Cartographer,11/29/1963,0
3.04754E+13,Dominique,Mitchell,F,50254 Martin Track,Lake Georgefort,NC,48273,77.6031255,143.7579,Legal secretary,8/12/1958,0
3.51831E+15,Sabrina,Rogers,F,USNV Jenkins,Candaceburgh,TX,10511,-24.8338395,11.64458,Armed forces technical officer,12/19/1918,0
6.01123E+15,Ryan,Harvey,M,75193 Bennett Gateway Apt. 124,Richardland,PA,47705,19.948347,117.632863,Building control surveyor,5/29/2003,0
4.68643E+12,Michael,Evans,M,88284 Stephenson Isle Apt. 031,Davisburgh,TX,27974,-47.2269375,-170.996364,Financial risk analyst,6/1/1946,0
4.56904E+12,Miguel,Johnson,M,770 Garcia Mall,Walshport,MI,52894,83.1203245,67.086639,Interpreter,10/23/2016,0
4.71485E+15,Megan,Potts,F,"PSC 4575, Box 9599",West Mariobury,MT,90721,78.897898,27.620167,Haematologist,3/1/2004,0
6.01177E+15,Sara,Hartman,F,54601 Stephanie Tunnel,Thomasborough,CA,28594,71.2831625,154.692171,Dramatherapist,9/29/1943,0
3.52316E+15,Mark,Burns,M,4956 Susan Club,Port Jennifermouth,GA,45950,-48.7962055,12.256674,Personnel officer,3/25/2013,0
3.50348E+15,Lauren,Delacruz,F,722 Gentry Villages,Leslieville,IL,28232,76.4853145,-118.620621,Armed forces technical officer,1/14/1973,0
3.02387E+13,Joshua,Mann,M,77140 Kelly Union Suite 545,Port Christopherchester,OH,84849,-53.0453455,-98.294822,"Social research officer, government",1/5/1961,0
6.75981E+11,Edward,Conley,M,592 Lawrence Crest Suite 383,Higginston,TX,7450,-65.7072815,58.883946,Museum/gallery conservator,12/23/1950,0
1.80024E+14,Gloria,Castro,F,14644 Marquez Common Apt. 983,Morganfort,PA,28404,89.9896095,97.122183,Medical illustrator,11/2/1987,0
6.50745E+15,Maria,Ward,F,07098 Joshua Groves,Amberchester,NY,90169,-42.754714,150.546433,Chief Financial Officer,8/8/2011,0
4.03704E+12,Jennifer,Mendoza,F,2259 Curtis Fort,North Amyshire,GA,41420,-51.727835,171.639721,"Geologist, wellsite",8/29/1972,0
3.015E+13,Wayne,Donaldson,M,655 Erin Stream Apt. 250,South Debbiebury,NC,39516,42.664102,44.171049,Water engineer,10/13/1931,1
6.01173E+15,Sarah,Smith,F,34874 Carmen Circles,North Carrieport,PA,72422,49.424648,51.279365,Ambulance person,3/19/1937,0
4.08996E+15,Kenneth,Evans,M,83784 Ramos Ramp Apt. 743,New Billy,OH,21176,-3.1959925,-148.991496,Engineering geologist,6/24/1954,0
3.595E+15,Cynthia,DDS,F,29573 Daniel Wells,New Christopherstad,MT,73761,-75.2900015,26.57016,Clinical research associate,1/13/1952,0
3.59933E+15,Chloe,Ray,F,69516 Henry Course,New Christopherville,OH,87955,-54.6310315,178.723537,Cartographer,3/14/1927,1
4.38477E+15,Robert,Russell,M,839 Duncan Canyon Suite 429,West Christinemouth,PA,85768,28.9337095,51.433483,"Designer, textile",1/8/1945,0
3.51414E+15,Michelle,Hernandez,F,18456 Mark Village,North Cassandraberg,MT,76346,-17.2895735,-41.410483,Health physicist,4/24/1940,0
6.01111E+15,Tracy,Frazier,F,082 Evans Squares Suite 120,Petersborough,FL,13965,9.7016825,-106.843753,"Civil engineer, consulting",7/20/1968,0
4.62282E+15,Dawn,Bryant,F,8747 Sharp Parks,Heathstad,IL,53220,-86.638728,-177.996492,Risk analyst,9/28/2009,0
4.7492E+18,Deborah,Wilson,F,36365 Thompson Locks,West Kristina,GA,56225,-70.6987915,-67.998719,Brewing technologist,1/26/1994,1
2.27492E+15,Lisa,Armstrong,F,Unit 4597 Box 1557,Port Nancy,MI,61699,-88.0906145,-116.356644,"Surveyor, hydrographic",1/19/1969,0
2.24696E+15,Robert,Schultz,M,94503 Ballard Keys Suite 807,Sarashire,NY,25206,-39.928819,145.967924,"Engineer, mining",9/3/1980,0
4.13377E+15,Edwin,Holmes,M,68756 Brown Corner Apt. 292,East Jacobmouth,NC,33734,7.6878295,141.16781,Agricultural consultant,8/23/1913,0
5.60799E+11,Gabriel,Weber,M,"PSC 0299, Box 9663",East Michael,TX,52870,4.6568445,-37.8703,"Designer, jewellery",10/2/2022,0
2.13197E+14,Daniel,Black,M,4295 William Ferry,West Rebeccashire,MT,5877,-24.5880875,-151.203532,"Exhibitions officer, museum/gallery",5/26/2013,0
4.64123E+18,Michael,Martinez,M,6239 French Shoals,Rachelburgh,IL,59536,25.675759,59.84788,Health physicist,4/8/2007,0
5.31532E+15,Olivia,Williams,F,Unit 1608 Box 9888,North Arthurstad,OH,72835,-37.144109,140.628578,Legal secretary,2/5/2002,0
4.24687E+15,Jeffrey,Allen,M,94026 Melanie Port,North Donnaside,FL,24364,-52.6592325,129.526751,"Exhibitions officer, museum/gallery",3/23/1964,0
2.64575E+15,Antonio,Hernandez,M,6327 Kimberly Crossroad Apt. 381,Williamsstad,OH,20306,-55.9329505,143.807714,Aid worker,8/4/1934,0
3.52354E+15,Andrew,Walker,M,027 Rodriguez Avenue Suite 687,North Heidi,NC,12469,12.829977,63.546112,"Development worker, community",2/13/2001,0
2.5393E+15,Michelle,Richardson,F,"PSC 9717, Box 8568",Jacobsstad,TX,5325,5.188815,144.43456,Town planner,3/16/1938,0
4.1957E+15,Matthew,Moore,M,27628 Melvin Vista,West Emilymouth,PA,18081,13.5347965,91.936102,Technical brewer,4/17/1998,0
4.56829E+12,Eric,Herrera,M,USNS Clark,East Courtneybury,IL,73260,38.416885,118.935835,Professor Emeritus,7/9/1966,0
3.84935E+13,Emma,Bailey,F,8670 Nguyen Locks,North Kristiland,IL,2551,-9.511788,-101.666828,Chief Executive Officer,2/24/1936,0
6.01168E+15,Danielle,Mitchell,F,79516 Matthew Club,East Kelly,MT,14485,40.890336,1.437615,"Social research officer, government",12/30/1986,0
2.34492E+15,Ashley,Campbell,F,469 Powell Road Suite 818,Lake Paul,GA,88060,-2.235362,145.704002,"Surveyor, mining",1/13/1930,0
1.80024E+14,Madison,Guerrero,F,7254 Ryan Highway,South Whitney,PA,57438,-27.2039415,131.884475,Psychiatric nurse,8/6/2006,0
3.5111E+15,John,Bond,M,542 Rachel Prairie Suite 513,Kellyshire,OH,54695,-34.1200295,174.038004,"Engineer, manufacturing systems",8/22/2015,0
6.58732E+15,Scott,Vance,M,64851 Samantha Curve,South Brandonhaven,FL,34814,23.4560465,-146.34831,Trade mark attorney,4/30/1922,0
4.20545E+12,Karen,Douglas,F,341 Victor Prairie Suite 403,New Daniel,MI,71192,81.1437275,-5.361602,"Librarian, public",2/20/1997,0
1.80049E+14,Wayne,Benitez,M,1101 Owens Bridge Apt. 325,South Johnport,OH,49811,87.008225,47.174017,Corporate treasurer,7/18/1944,1
2.26427E+15,Linda,Merritt,F,"PSC 0206, Box 0713",North Kristen,GA,47749,-55.4805995,-85.222841,Occupational hygienist,2/7/2023,0
3.52104E+15,Jonathan,Wade,M,882 Evans Mews Apt. 755,Rebeccaport,OH,86120,11.9622845,-168.888005,Careers information officer,12/21/1915,0
3.72828E+14,Nicholas,Liu,M,46551 Frank Lane Apt. 811,North Thomas,NY,85678,-11.629301,161.681244,Banker,1/9/2006,0
2.13109E+14,Keith,Cobb,M,29734 Judy Path,Catherinetown,NY,69377,-49.9017495,41.177335,Environmental health practitioner,6/23/1970,0
2.36741E+15,Tasha,Williams,F,81420 Mcguire Fork Suite 504,West Cassandra,PA,26871,64.0804225,-26.167519,Financial risk analyst,8/10/1977,0
6.53299E+15,Sandra,Ayala,F,24256 Smith Prairie Apt. 578,East Rachelview,TX,10092,-23.994458,161.918357,Armed forces technical officer,7/12/2016,0
3.59116E+15,Molly,Munoz,F,"PSC 5677, Box 1541",Myersport,CA,41873,22.1227415,114.235465,Horticultural consultant,7/8/1944,0
3.72453E+14,Lisa,Larson,F,"PSC 3011, Box 1840",Warrenmouth,MT,45476,50.4105895,87.443677,Medical illustrator,1/12/2021,0
4.08243E+12,Joseph,Cox,M,190 Nolan Street Suite 244,Ronaldborough,GA,83360,-26.6970875,142.995276,Therapeutic radiographer,12/2/2014,0
2.28013E+15,Susan,Smith,F,7126 Patterson Junction,New Joseph,PA,61144,-76.308637,-105.46304,"Engineer, structural",7/8/1951,0
6.76363E+11,Amanda,MD,F,2780 Dorsey Island,Jefferytown,MT,6215,67.840472,-156.706534,Hospital doctor,6/29/1963,1
4.22982E+12,Keith,Gentry,M,5795 Shawn Curve Apt. 766,East Christinefort,MT,6561,56.330415,-138.404095,"Geneticist, molecular",9/14/1953,0
5.2515E+15,Michael,Walker,M,3468 Thomas Centers,West Dana,PA,56917,21.719503,33.544476,Careers information officer,11/19/1953,0
4.18967E+15,Kevin,Ballard,M,91523 Sarah Gardens,New Angelaland,GA,22516,40.200355,-155.57154,Customer service manager,7/22/1913,0
2.37863E+15,Kimberly,Acosta,F,11679 Swanson Expressway,Lake Katherinefurt,MI,58950,45.7039675,-120.505734,Environmental health practitioner,3/4/1915,1
6.5858E+15,David,Murphy,M,99050 Kevin Locks,Phamland,MT,60910,-76.84026,178.787271,"Surveyor, hydrographic",12/5/1935,0
3.59866E+15,Victoria,Bernard,F,USNS Lewis,Snowtown,TX,21919,-21.566121,-163.886972,"Pharmacist, hospital",9/28/1971,0
3.02464E+13,Sherry,Davis,F,9449 Woods Heights Apt. 188,West Charlesville,MT,16625,19.4868825,-33.37479,Air traffic controller,11/16/1919,0
5.03832E+11,Veronica,Strong,F,"PSC 9065, Box 0614",Bonnieville,GA,14588,-45.791382,-9.048971,Air traffic controller,12/12/1979,0
4.60286E+12,Franklin,Ruiz,M,7607 Cortez Courts,West Adamview,CA,30632,62.954665,-150.109813,Chief Strategy Officer,2/3/1982,1
4.70084E+18,Miranda,Butler,F,27929 Hart Trace Suite 523,North Lori,IL,87634,48.783007,2.224234,Sports administrator,2/9/1999,0
3.7459E+14,Stephen,Cruz,M,109 Sarah Oval,Port Robert,NY,60288,11.3277145,-12.951587,Building control surveyor,11/10/1982,0
3.59456E+15,Jonathon,Kim,M,937 Tate Estates Suite 828,Mariastad,MI,11321,13.1041965,-0.785246,Medical illustrator,2/10/2010,0
6.51669E+15,Sarah,Williams,F,86785 Susan Springs,Michaelmouth,NY,14894,-2.731305,15.853551,English as a second language teacher,12/26/2006,0
4.67358E+12,Bradley,Coleman,M,91986 Steven Springs,Frenchburgh,OH,25751,-86.759755,41.850104,Museum education officer,5/18/1924,0
3.5672E+15,Christine,Myers,F,Unit 0375 Box 3531,Lake John,GA,45452,-56.1383695,60.632918,"Librarian, public",3/5/1947,0
5.57066E+15,Justin,Olsen,M,USNV Chung,South Lindsay,FL,15839,65.4706875,-27.111524,Aid worker,8/9/1928,0
3.03885E+13,David,Long,M,009 Black Inlet Apt. 146,North Chadshire,GA,88518,-75.076174,-161.251313,"Designer, furniture",5/14/1952,0
